20191022,OPTION YEAR FOR SPECIAL STAINER INSTRUMENTATION, ASSOCIATED REAGENTS, SERVICE, AND MAINTENANCE,DEPARTMENT OF VETERANS AFFAIRS (VA),88100.0
20200715,MAINTENANCE/SERVICE AGREEMENT FOR LCMS TOF INSTRUMENT.  PERIOD OF PERFORMANCE IS 08/01/2020 - 07/31/2021.,DEPARTMENT OF AGRICULTURE (USDA),21944.28
20200715,SPECTROPHOTOMETER,DEPARTMENT OF COMMERCE (DOC),8109.75
20200716,AGILENT MICROARRAY KITS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),41456.67
20200716,4150 TAPESTATION SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),28201.61
20200721,REFERENCING THE ATTACHED - REVISED QUOTE NUMBER 3162064 FOR A BINARY PUMP AND ACCESSORIES - EXACTLY AS QUOTED ON GSA CONTRACT - WHICH MARK DELUCA ORIGINALLY PREPARED -  AGILENT TECH. - WILL DELIVER THE ATTACHED ORDER - TO THE FOLLOWING -   SHIP T,DEPARTMENT OF AGRICULTURE (USDA),53962.56
20200721,AGILENT INTUVO 9000 GC WITH FID AND DETECTOR SPLIT CHIP, 5977B INERTPLUS GC/MS WITH OIL-FREE PUMP AND 3 YEAR SERVICE AGREEMENT WITH PM,DEPARTMENT OF AGRICULTURE (USDA),127104.21
20200721,REFERENCING QUOTE NO. 5000805940 BY KAILA LAMPO - AGILENT TECHNOLOGIES, WILL PROVIDE A YEARLY SERVICE CONTRACT - FOR THE GCMS TRIPLE QUAD SYSTEM -  REFERENCING THE ATTACHED SERIAL NUMBERS AND QUOTE - EXACTLY AS IS.  THE ATTACHED SERVICE CONTRACT ST,DEPARTMENT OF AGRICULTURE (USDA),15230.28
20200722,GAS CHROMATOGRAPH (SEE QUOTE),DEPARTMENT OF AGRICULTURE (USDA),118770.66
20200724,4150 TAPESTATION SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),26403.3
20200724,NIAAA - SEAHORSE XFE96 ANALYZER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),169152.75
20200727,NIAAA - ONE-YEAR PREVENTATIVE MAINTENANCE AGREEMENT FOR HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY SYSTEMS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12851.16
20200728,FOR COVID 19 RESEARCH AGILENT ANALYTICAL HPLC 1260 INFINITY II LC SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),80011.34
20200728,AGILENT 5977B INERT PLUS MSD TURBO EI BUNDLE WITH EXTRACTOR EI SOURCE AND DATA SYSTEM (SOFTWARE, PC AND MONITOR), AND ADDITIONAL G1710FA DATA LICENSE; AGILENT 8890 MAINFRAME MS READY S/SL; AND CROSSLAB SILVER - 3 YEAR SERVICE.,ENVIRONMENTAL PROTECTION AGENCY (EPA),152052.58
20200729,AGILENT TECHNOLOGIES INC:1109692 [20-032805] TO CONSTRUCT A LIBRARY FOR MASSIVELY PARALLEL REPORTER ASSAYS (MPRA) IN ORDER TO UNDERSTAND FUNCTIONAL AND BIOLOGICAL MECHANISM UNDERLYING MULTIPLE LUNG CANCER GWAS LOCI.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),11941.5
20200729,AGILENT 4200 TAPESTATION,DEPARTMENT OF THE INTERIOR (DOI),49578.68
20200729,PURCHASE A 244K HIGH COMPLEXITY DNA OLIGONUCLEOTIDE LIBRARY TO BE USED TO GENERATE CONSTRUCTS FOR THE MASSIVELY PARALLEL REPORTER ASSAY (MPRA).,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),21972.36
20200730,AGILENT MICROARRAY KITS FOR COVID19 RESEARCH,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),236794.25
20200731,LC/MS SOURCE (ATMOSPHERIC PRESSURE CHEMICAL IONIZATION SOURCE),DEPARTMENT OF AGRICULTURE (USDA),12674.22
20200731,#G8830A ARIAMX REAL-TIME PCR BASE INSTRUMENT, #40192 ARIAMX ADHESIVE SEALS, #401490 ARIAMX 95 WELL PLATES, SKIRTED LP, #SYS-QP-8830A ARIAMX QPCR SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),20178.55
20200731,AGILENT TECHNOLOGIES INC:1109692 [20-002909],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),14925.67
20200804,FOR COVID-19: 4200 TAPESTATION SYSTEM INCLUDES INSTRUMENT, LAPTOP, SOFTWARE AND PLASTICWARE,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),40929.49
20200804,AGILENT IDP-3 AND IDP-10 SCROLL VACUUM PUMPS WITH CORD SET,DEPARTMENT OF COMMERCE (DOC),7833.71
20200805,AGILENT MICROARRAY KITS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),53715.9
20200805,4200 TAPESTATION (ELECTROPHORESIS) SYSTEM INCLUDES INSTRUMENT, SOFTWARE AND PLASTICWARE,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),40929.49
20200805,LABORATORY LMBM REQUIRES SEAHORSE INSTRUMENT IN ORDER TO TO MAINTAIN THE SEAHORSE INSTRUMENT.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17982.0
20200805,GC-MS REPAIR,DEPARTMENT OF JUSTICE (DOJ),5399.0
20200805,AGILENT TECHNOLOGIES, INC.,DEPARTMENT OF JUSTICE (DOJ),51830.73
20200806,CARY 7000 SPECTOPHOTOMETER,DEPARTMENT OF DEFENSE (DOD),113497.65
20200806,VARIABLE WAVELENGTH DETECTOR,DEPARTMENT OF AGRICULTURE (USDA),12151.17
20200807,REPAIR SERVICES,DEPARTMENT OF DEFENSE (DOD),3055.08
20200807,TO PURCHASE AUTOINJECTOR,ENVIRONMENTAL PROTECTION AGENCY (EPA),123736.19
20200810,AGILENT 8890 GC SYSTEM,DEPARTMENT OF DEFENSE (DOD),68643.39
20200810,LABORATORY SUPPLIES  DUNS # 195823570 TAX ID #770518772 QUOTE #3260988,DEPARTMENT OF JUSTICE (DOJ),9087.51
20200811,AGILENT TECHNOLOGIES INC:1109692 [20-010093],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24385.69
20200812,REPAIR AND DIAGNOSTICS TO 5 LIQUID CHROMATOGRAPHY SYSTEM THAT IS DOWN AND NEEDS TO BE REPAIRED TO CONTINUE RESEARCH WORK,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),4813.98
20200812,PROCUREMENT OF ONE (1) AGILENT 4150 TAPESTATION SYSTEM IN SUPPORT OF THE U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES (DHHS), NATIONAL INSTITUTES OF HEALTH (NIH), NATIONAL CANCER INSTITUTE (NCI), CENTER FOR CANCER RESEARCH (CCR), LABORATORY OF TUMOR,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),31687.2
20200812,MAINTENANCE AGREEMENT FOR 1260 INFINITY II SYSTEM FOR A PERIOD OF ONE YEAR BEGINNING 9/1/2020 TO 8/31/2021,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),6993.36
20200812,GAS CHROMATOGRAPH,DEPARTMENT OF AGRICULTURE (USDA),29419.33
20200813,MAINTENANCE AND SERVICE AGREEMENT,DEPARTMENT OF DEFENSE (DOD),10670.28
20200813,1260 INFINITY II BINARY PUMP,DEPARTMENT OF AGRICULTURE (USDA),82843.21
20200814,OTHER QC/TEST/INSPECT,DEPARTMENT OF JUSTICE (DOJ),93832.97
20200817,AGILENT TECHNOLOGIES: 5977B INERT PLUS MSD TURBO EI BUNDLE WITH EXTRACTOR; EI SOURCE AND DATA SYSTEM (SOFTWARE, PC AND MONITOR),AND ADDITIONAL G1710FA DATA G7077BA; WITH LASER PRINTER.,DEPARTMENT OF AGRICULTURE (USDA),87145.66
20200818,071-T009-002 - RESOLVE TOXIC&HAZARDOUS CHEMICALS PACKAGE: HANDHELD CHEMICAL IDENTIFICATION SYSTEM,DEPARTMENT OF JUSTICE (DOJ),65289.0
20200818,LABORATORY SUPPLIES  DUNS #195823570 TAX ID #770518772 QUOTE #3254405,DEPARTMENT OF JUSTICE (DOJ),8211.0
20200818,ITEM 1000 G8436AA -240Z AA SPECTROMETER,DEPARTMENT OF AGRICULTURE (USDA),53778.83
20200819,AGILENT CHEMICAL IONIZATION (CI) UPGRADE KIT FOR 7250 GC/Q-TOF,ENVIRONMENTAL PROTECTION AGENCY (EPA),31902.34
20200819,AGILENT TECHNOLOGIES INC:1109692 [20-005174],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16485.37
20200819,ARIAMX QPCR SYSTEM: #G8830A ARIAMX REAL-TIME PCR BASE INSTRUMENT #40192 ARIAMX ADHESIVE SEALS #401490 ARIAMX 95 WELL PLATES, SKIRTED LP #SYS-QP-8830A ARIAMX QPCR SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),20178.55
20200819,DRUGS AND BIOLOGICALS MATERIALS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16259.0
20200819,ICP OES,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),97276.29
20200820,CROSSLAB BRONZE AND PREVENTIVE MAINTENANCE,DEPARTMENT OF DEFENSE (DOD),27056.58
20200820,EPA LAB SUPPLIES CONSUMABLES FOR AGILENT VOA AND SV SYSTEMS,ENVIRONMENTAL PROTECTION AGENCY (EPA),6566.39
20200820,MAINTENANCE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17960.4
20200820,AGILENT 7697A HEADSPACE SAMPLER WITH 8890/60 TRANSFER LINE INTERFACE AND CONTROL SOFTWARE,ENVIRONMENTAL PROTECTION AGENCY (EPA),32753.12
20200820,AGILENT- 7000D GC-MS/MS SYSTEMS,DEPARTMENT OF AGRICULTURE (USDA),517679.15
20200820,GAS CHROMATOGRAPHY-MASS SPECTROMETRY (TD-GC-MS) SYSTEMS.  PERIOD OF PERFORMANCE IS 90 DAYS FROM DATE OF AWARD.,DEPARTMENT OF LABOR (DOL),191114.62
20200821,GIMS SOFTWARE LICENSES AND CUSTOMIZATION,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),163700.5
20200821,1260 INFINITY II FLUORESCENCE DETECTOR,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),10460.34
20200821,SNAP PROCUREMENT TO PURCHASE A AGILENT HP INJECTOR FOR 7890 GAS CHROMATOGRAPH,ENVIRONMENTAL PROTECTION AGENCY (EPA),10290.75
20200822,GAS CHROMATOGRAPHS,DEPARTMENT OF AGRICULTURE (USDA),70238.05
20200824,RELOCATION OF GC-QTOF-INSTRUMENT,DEPARTMENT OF COMMERCE (DOC),13051.64
20200824,AGILENT MICROARRAY KITS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17433.02
20200824,AGILENT 4200 TAPESTATION AUTOMATED ELECTROPHORESIS SYSTEM FOR DNA AND RNA SAMPLE QUALITY CONTROL ASSESSMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),44733.98
20200825,#G8830A ARIAMX REAL-TIME PCR BASE INSTRUMENT #5190-7702 ARIAMX HRM CALIBRATION KIT, 96 RXN PLATE,DEPARTMENT OF AGRICULTURE (USDA),13983.5
20200826,ENVISION FLEX KITS,DEPARTMENT OF DEFENSE (DOD),65000.0
20200826,MULTICOLUMN,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),141147.67
20200827,AGILENT SUREPRINT G3 MOUSE GENE EXPRESSION V2 MICROARRAY 8X60K SLIDE.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),25809.06
20200827,NICHD - AUTOMATED ELECTROPHORESIS INSTRUMENT.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),20535.9
20200828,LAB EQUIPMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),55878.56
20200828,TAPESTATION SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),40929.49
20200829,MASS SPECTROMETER,DEPARTMENT OF THE TREASURY (TREAS),127138.39
20200829,GASCHROMATOGRAPH MASSSPECTROMETER,DEPARTMENT OF AGRICULTURE (USDA),85565.6
20200831,SERVICE CONTRACT FOR AGILENT LCMS 6490 QQQ SYSTEM IDENTIFICATION #SYS-LM-6490,ENVIRONMENTAL PROTECTION AGENCY (EPA),30145.2
20200831,BIOLOGICAL AND REAGENT MATERIAL,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16260.0
20200831,SOURCE TURBO- PUMP MAINFRAMES,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),23334.09
20200901,AGILENT 1290 INFINITY II MULTISAMPLER,DEPARTMENT OF THE INTERIOR (DOI),21974.07
20200901,PURCHASE OF AGILENT TESTING EQUIPMENT.,ENVIRONMENTAL PROTECTION AGENCY (EPA),126859.8
20200902,DIODE ARRAY DETECTOR WITH CHEMSTATION SOFTWARE AND PC. (SEE GSA QUOTE: 3292074),ENVIRONMENTAL PROTECTION AGENCY (EPA),26401.19
20200902,AGILENT CERTIFIED PRE-OWNED 7100 CAPILLARY ELECTROPHORESIS INSTURMENT,DEPARTMENT OF COMMERCE (DOC),37964.17
20200903,FLEXIBLE PUMP&ACCESSORIES,DEPARTMENT OF DEFENSE (DOD),80456.3
20200903,CROSSLAB BRONZE  GOV'T AND ACADEMIA FOR ICPMS 7900, SYSTEM WITH THE LISTED SYSTEMS COVERED, CROSSLAB PREVENTIVE MAINTENANCE FOR ICPMS 7900 SYSTEM WITH THE LISTED SYSTEMS COVERED - REFERENCING KAILA LAMPO'S ATTACHED GSA QUOTE NO. 5000819472,DEPARTMENT OF AGRICULTURE (USDA),12679.92
20200903,AGILENT TECHNOLOGIES INC:1109692 [20-005019],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),21070.31
20200904,GAS CHROMATOGRAPH,DEPARTMENT OF AGRICULTURE (USDA),53697.06
20200904,NIDDK TO ACQUIRE 4150 TAPESTATION INSTRUMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),23498.94
20200906,TRAVEL, LABOR, AND MATERIALS TO UPDATE MONITORING FOR AGILENT 830 AS 7 TESLA MAGNET,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16740.0
20200906,LABORATORY DNA ANALYSIS SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),33406.71
20200908,RNA BIOANALYZER, RNA KIT, AND PICO KIT 1.) 2100 BIOANALYZER P/N G2939BA  SIN 615-9 $17,080.22. 2.) SMALL RNA KIT P/N 5067-1548 SIN 615-9    $859.12  3.) RNA 6000 PICO KIT P/N 5067-1513  SIN 615-9   $633.09,DEPARTMENT OF AGRICULTURE (USDA),18572.43
20200908,DELIVERY ORDER 1605C1-20-F-00053 PROVIDES THE DELIVERY AND INSTALLATION OF A GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS) SYSTEM FOR OSHA SLTC. THE DELIVERY DATE IS 90 DAYS AFTER AWARD.,DEPARTMENT OF LABOR (DOL),92774.05
20200908,TS13276 / 20-013276,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17079.5
20200909,6545A LC-MS QTOF,DEPARTMENT OF DEFENSE (DOD),293318.1
20200909,1 YEAR SERVICE AGREEMENT FOR THE FRAGMENT ANALYZER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13500.0
20200909,PURCHASE OF 2 REPLACEMENT VACUUM PUMPS WITH CORD SETS,DEPARTMENT OF COMMERCE (DOC),7990.42
20200910,CROSSLAB BRONZE AGILENT CUSTOM SYSTEM,DEPARTMENT OF DEFENSE (DOD),7288.32
20200910,LABORATORY EQUIPMENT - INERT PLUS MSD TURBO EI/CI BUNDLE,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),65077.67
20200910,LAB EQUIPT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),25057.2
20200910,SPECTOPHOTOMETER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),9867.73
20200910,SCIENTIFIC EQUIPMENT,SMITHSONIAN INSTITUTION (SI),35208.0
20200911,CROSSLAB SILVER,DEPARTMENT OF DEFENSE (DOD),18123.12
20200911,LABORATORY SUPPLIES DUNS #195823570 TAX ID #770518772,DEPARTMENT OF JUSTICE (DOJ),8311.36
20200911,COMPONENTS FOR AN EXISTING HPLC (HIGH PERFORMANCE LIQUID CHROMATOGRAPHY), INFINITY II FLEXIBLE PUMP, INFINITY II VIALSAMPLER, INFINITY II MULTICOLUMN THERMOSTAT MCT, QUICK CHANGE VALVE HEAD, INFINITY II MULTIPLE WAVELENGTH DETECTOR,DEPARTMENT OF AGRICULTURE (USDA),66223.21
20200911,AGILENT TECHNOLOGIES INC:1109692 [20-011707],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),18578.16
20200914,SOFTWARE UPGRADE INSTALLATION,DEPARTMENT OF DEFENSE (DOD),146750.81
20200914,ACCESSORIES FOR FTIR EQUIPMENT U435CFM,CORPS OF ENGINEERS - CIVIL WORKS (USACE),0.0
20200914,2D-LC MULTIPLE HEART-CUTTING UPGRADE KIT BY AGILENT.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17206.8
20200914,ICP-MS,DEPARTMENT OF THE INTERIOR (DOI),127743.75
20200914,CONTROLLER UPGRADE FOR XFE96 EXTRACELLULAR FLUX ANALYZER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),14334.3
20200914,ONE YEAR MAINTENANCE FOR CARY 300 SPECTROPHOTOMETER.,DEPARTMENT OF COMMERCE (DOC),3792.6
20200914,PLATELOC THERMAL MICROPLATE SEALER,DEPARTMENT OF AGRICULTURE (USDA),24982.77
20200915,CARY 60 INSTRUMENT BUNDLE,DEPARTMENT OF AGRICULTURE (USDA),19839.42
20200915,GC/MASS SPECTROMETER SYSTEM FID ADD-ON,DEPARTMENT OF AGRICULTURE (USDA),17162.29
20200915,AGILENT TECHNOLOGIES BRAVO LIQUID HANDLER WITH 384ST HEAD CONFIGURATION.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),178070.4
20200916,DRY PUMP DUNS #195823570 TAX ID #770518772 QUOTE #3305155,DEPARTMENT OF JUSTICE (DOJ),7815.0
20200916,2100 BIOANALYZER INSTRUMENT NEEDED TO PERFORM QUALITY CONTROL ON RNA AND DNA SAMPLES AND EVALUATE SAMPLE QUALITY FOR SEQUENCING.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17080.22
20200916,AGILENT TECHNOLOGIES INC:1109692 [20-003959],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),130350.5
20200917,AUTOMATED CAPILLARY PULSE FIELD GEL ELECTROPHORESIS SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),76129.6
20200917,AGILENT TECHNOLOGIES INC:1109692 [20-033887] SERVICE AGREEMENT  POP 09/22/2020 - 09/21/2021,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17960.4
20200917,RNA SCREENTAPES, LOADING TIPS, STRIP TUBES, REAGENTS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),15773.44
20200917,AGILENT TECHNOLOGIES INC:1109692 [20-015471] LAB REQUIRES TAPESTATION KITS AND CUSTOMIZED SURESELECT TARGETED SEQUENCING PANEL IN ORDER TO SEQUENCE ARCH MUTATIONS IN AGED MACAQUES.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13257.7
20200917,PROCUREMENT OF ONE S7800B SEAHORSE XFE96 ANALYZER (64-BIT).,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),203939.1
20200917,ANALYTICAL DETECTORS FOR QDA MASS SPECTROMETERS [BRAND NAME OR EQUAL],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),139995.37
20200918,PLATELOC THERMAL MICROPLATE SEALER,DEPARTMENT OF AGRICULTURE (USDA),24982.77
20200918,GAS CHROMATOGRAPH-MASS SPECTROMETER (GC-MS) WITH A SINGLE QUADRUPOLE MASS ANALYZER WITH A HEADSPACE AND LIQUID AUTOSAMPLER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),112180.01
20200918,LAB EQUIPMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),73282.57
20200918,EQUIPMENT MAINTENANCE AGREEMENT,ENVIRONMENTAL PROTECTION AGENCY (EPA),11210.88
20200918,AGILENT HPLC SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),60532.25
20200921,BASE YR -NMR SERVICE CONTRACT,DEPARTMENT OF DEFENSE (DOD),36199.8
20200921,GAS CHROMATOGRAPH-MASS SPECTROMETER,DEPARTMENT OF AGRICULTURE (USDA),84827.45
20200921,AGILENT TECH. GSA CONTRACTED - MODEL 8890 GC SYSTEM  AND ACCESSORIES AND 2 YEAR SUPPORT - EXACTLY AS QUOTED FOR $120,944.77 ALL TOTAL -  BY MORGAN RICHARDSON AT PHONE NO. 773-213-7995  SHIP TO ADDRESS -   USDA, ARS, BARC, HRSL 10300 BALTIMORE AV,DEPARTMENT OF AGRICULTURE (USDA),120944.77
20200921,GAS CHROMATOGRAPH WITH FLAME IONIZATION DETECTOR,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),55884.77
20200921,CAPILLARY ELECTROPHORESIS INSTRUMENT EQUIVALENT TO THE AGILENT 5300 FRAGMENT ANALYZER SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),59245.98
20200922,AGILENT TECHNOLOGIES - TO FIX INSTRUMENTS,DEPARTMENT OF JUSTICE (DOJ),9228.93
20200922,SUREPRINT G3 HUMAN GENE EXPRESSION, SUREPRINT G3 MOUSE GENE EXPRESSION, MICROARRAYS, LABELING KITS AND SLIDES.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),60627.76
20200922,GCMS INSTRUMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),88605.27
20200922,AGILENT CROSSLAB BRONZE: PREVENTATIVE SERVICE/MAINTENANCE PLAN FOR GCMS 7250 -QTOF SYSTEM.,ENVIRONMENTAL PROTECTION AGENCY (EPA),27243.24
20200923,THE CONTRACTOR SHALL PROVIDE ONE (1) AGILENT 280 MECHANICAL QUALIFICATION SYSTEM (MQS) WHICH INCLUDES AN INSTRUMENT MODULE (IM) AND A VESSEL MODULE (VM).,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),22298.9
20200924,EQUIPMENT FOR THE LABORATORY SYSTEM.,DEPARTMENT OF JUSTICE (DOJ),2228951.14
20200924,NIDDK: SEAHORSE XFE96 ANALYZER 64-BIT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),268318.98
20200924,ATOMIC ABSORPTION SPECTROMETER,DEPARTMENT OF THE TREASURY (TREAS),48954.11
20200925,GC-MS REPAIR IS ESSENTIAL TO ENSURE DEA MISSION.,DEPARTMENT OF JUSTICE (DOJ),7433.0
20200925,AGILENT 5977B MSD BUNDLE; 8890 GC SYSTEM CUSTOM; 7650 ALS 50 VIAL AUTOMATIC LIQUID SAMPLER; NIST 2017 MS LIBRARY BUNDLE; ION GAUGE KIT FOR 5977,DEPARTMENT OF AGRICULTURE (USDA),77185.09
20200925,FEMTO PULSE SYSTEM,,DEPARTMENT OF AGRICULTURE (USDA),89008.74
20200925,GAS CHROMATOGRAPH/MASS SPECTROMETRY SYSTEMS,DEPARTMENT OF HOMELAND SECURITY (DHS),2132448.24
20200926,AGILENT TECHNOLOGIES  AGILENT CERTIFIED PRE-OWNED 6545 A-TOF LC/MS SYSTEM ITEM #G6545BAR,DEPARTMENT OF AGRICULTURE (USDA),249873.8
20200928,PURCHASE OF GAS CHROMATOGRAPH TO SUPPORT PICASSO,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),63977.01
20200928,CARY 60 UV-VIS SPECTROPHOTOMER BUNDLE,DEPARTMENT OF AGRICULTURE (USDA),17466.79
20200928,PLASMA - MASS SPECTROMETER,DEPARTMENT OF HOMELAND SECURITY (DHS),109179.0
20200928,INFINITY II BINARY PUMP, MAXIMUM PRESSURE 600BAR.,DEPARTMENT OF AGRICULTURE (USDA),92326.7
20200928,FOURIER-TRANSFORM INFRARED SPECTROMETER (FTIR),DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),60400.0
20200928,REPLACEMENT OF RF PULSE AMP FOR THE AGILENT VNMRS 400 MHZ SPECTROMETER, THIS IS INCLUDES ALL LABOR, TRAVEL AND ANY AND ALL ADDITIONAL CHARGES IN A NOT TO EXCEED AMOUNT OF $19,015.00.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),19015.0
20200929,X3513-64009 TWISTORR 305FS TURBO PUMP,DEPARTMENT OF DEFENSE (DOD),10514.85
20200929,TWO LC-MS/MS TRIPLE QUADRUPOLE MASS SPECTROMETERS SYSTEMS FOR 1) POLYFLUORINATED ALKYL SUBSTANCES (PFAS) ANALYSIS OF DRINKING WATER, WASTEWATER, GROUNDWATER, SOIL, AND SLUDGE SAMPLES AND 2) ANALYSIS OF ALGAL TOXINS IN DRINKING AND RECREATIONAL WATER.,ENVIRONMENTAL PROTECTION AGENCY (EPA),533657.28
20200929,AGILENT LC QQQ-RENEW A ONE-YEAR FULL-SERVICE AGREEMENT FOR THE LC/TQMS.,ENVIRONMENTAL PROTECTION AGENCY (EPA),24197.28
20200929,PURCHASE AGILENT BRAND NAME COMPONENTS TO BUILD A CUSTOM 8890 GAS CHROMATOGRAPH,DEPARTMENT OF LABOR (DOL),47407.58
20200929,INFINITY II,DEPARTMENT OF AGRICULTURE (USDA),55923.82
20200929,AGILENT 8890 GC/MS WITH HEADSPACE SAMPLER,DEPARTMENT OF AGRICULTURE (USDA),186297.47
20200930,N4215802669530,DEPARTMENT OF DEFENSE (DOD),679.76
20201001,DAKO OMNIS IHC STAINER EXERCISE OPTION 1,DEPARTMENT OF VETERANS AFFAIRS (VA),114008.83
20201001,DAKO ARTISAN STAIN KITS:,DEPARTMENT OF VETERANS AFFAIRS (VA),53011.23
20201001,H&E SLIDE PREPARATION SYSTEM,DEPARTMENT OF VETERANS AFFAIRS (VA),69500.0
20201001,MAINT/REPAIR/REBUILD OF EQUIPMENT-INSTRUMENTS AND LABORATORY EQUIPMENT,DEPARTMENT OF DEFENSE (DOD),6099.0
20201001,SPECIAL STAINER TESTING FOR THE BUFFALO VA MEDICAL CENTER LABORATORY. CONTRACT PERIOD OF PERFORMANCE IS OCTOBER 1, 2020 THROUGH SEPTEMBER 30, 2025.,DEPARTMENT OF VETERANS AFFAIRS (VA),18000.0
20201002,BIOANALYZER 2100 SYSTEM SN DE13804884,DEPARTMENT OF AGRICULTURE (USDA),1350.0
20201009,MAINTENANCE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),11944.8
20201013,THIS IS A ON SITE MAINTENANCE FOR TWO (2) AGILENT TECHNOLOGIES TAPE STATION 4200 SERIES. BASE YEAR WITH FOUR (4) OPTION YEARS. BASE  YEAR  - 10/15/2020 - 10/14/2021 OPTION YR 1 - 10/15/2021 - 10/14/2022 OPTION YR 2 - 10/15/2023 - 10/14/2023 OPTI,DEPARTMENT OF AGRICULTURE (USDA),6668.88
20201020,EXERCISE OPTION REAGENTS,DEPARTMENT OF VETERANS AFFAIRS (VA),92632.0
20201020,AGILENT TECHNOLOGIES [21-002388],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),10856.0
20201026,LABORATORY SUPPLIES  DUN #195823570 TAX ID# 770518772 QUOTE #3351872,DEPARTMENT OF JUSTICE (DOJ),6264.43
20201027,ARTISAN LINK PRO STAINERS,DEPARTMENT OF DEFENSE (DOD),11770.41
